nombre,poblacion
Ahigal,1381
Zahara,1379
Alaejos,1379
La Guijarrosa,1379
El Ronquillo,1377
Trujillanos,1376
Albudeite,1375
Xunqueira de Ambía,1374
Torres,1372
Paderne de Allariz,1372
Torrecaballeros,1372
Jadraque,1370
Cuevas Bajas,1370
Cardeñadijo,1369
San Cristóbal de Entreviñas,1369
Traiguera,1367
Anglesola,1365
Condado de Treviño,1363
Gamiz-Fika,1362
Mahora,1362
Montemolín,1361
Térmens,1360
Vallbona d'Anoia,1357
Puebla de Sanabria,1356
Rafelcofer,1355
Fuerte del Rey,1355
Lagartera,1354
Villar de Rena,1353
Cabanillas,1351
Abenójar,1351
Puigverd de Lleida,1349
Segurilla,1349
Villoria,1345
O Páramo,1344
Casatejada,1344
Campillo de Llerena,1343
Sant Iscle de Vallalta,1342
Almoster,1341
Riópar,1341
Alcàntera de Xúquer,1341
Titulcia,1341
Lozoyuela-Navas-Sieteiglesias,1340
Irixoa,1340
Cantimpalos,1340
Castrelo de Miño,1340
Trillo,1338
Cabañas Raras,1335
Atxondo,1335
Rosalejo,1334
Estremera,1334
Pozo de Guadalajara,1332
Zorita,1332
Potes,1332
Lezuza,1332
Cárcheles,1332
Comares,1330
Otxandio,1330
Costitx,1329
La Parra,1327
Torrente de Cinca,1327
Monterrubio de Armuña,1326
Algueña,1326
Casas de Juan Núñez,1326
Bolbaite,1324
Alcaraz,1324
Majadas,1322
Castilléjar,1321
Santa María de la Alameda,1321
Mañón,1319
Lucena del Cid,1315
Sant Julià del Llor i Bonmatí,1313
Sádaba,1311
Encinasola,1310
Almadén de la Plata,1307
Burujón,1307
Navas de Oro,1305
Atzeneta del Maestrat,1304
Barx,1303
Alcalalí,1302
Colomera,1302
Belver de Cinca,1301
Almoguera,1300
Macastre,1300
Pastriz,1300
Cuerva,1299
Lumbier,1299
Cillorigo de Liébana,1299
Cabeza la Vaca,1298
Orusco de Tajuña,1295
Cervantes,1294
Montiel,1294
Ròtova,1293
Higuera de la Sierra,1291
Tous,1287
Anchuelo,1286
Villar de Olalla,1285
La Fuente de San Esteban,1285
Vilar de Barrio,1283
Sartaguda,1281
Navas del Madroño,1280
Vila-rodona,1276
Lakuntza,1275
La Vall de Bianya,1275
El Pla del Penedès,1275
Carballeda de Avia,1271
"Cruïlles, Monells i Sant Sadurní de l'Heura",1270
Matallana de Torío,1270
Jimena,1269
Corçà,1268
Campillo de Altobuey,1265
Perafort,1264
Loranca de Tajuña,1264
Trasmiras,1263
Mirandilla,1262
Itza,1262
Figueruelas,1262
Mejorada,1261
Jerte,1260
Mas de las Matas,1258
Lemoiz,1258
Ormaiztegi,1258
Páramo del Sil,1255
Sariego,1254
La Zarza-Perrunal,1253
Algámitas,1253
Ricote,1253
Nuñomoral,1252
Chimeneas,1251
Moclinejo,1251
Berriatua,1251
La Fuliola,1250
Landete,1249
Abla,1248
Samos,1246
Torre de Miguel Sesmero,1246
Montalbán,1245
Zeanuri,1245
Mazarambroz,1244
Hondón de los Frailes,1242
Almendral,1239
Coripe,1238
Rueda,1237
Llers,1237
Torà,1237
A Gudiña,1236
Riotorto,1235
Villagonzalo,1234
Carrascal de Barregas,1231
Velilla del Río Carrión,1230
María,1230
Alborache,1229
Campotéjar,1229
Sant Martí de Tous,1228
Rairiz de Veiga,1228
Albocàsser,1227
Laukiz,1227
Peñamellera Baja,1227
Baleira,1226
Trijueque,1226
El Puente del Arzobispo,1225
Laza,1223
A Capela,1221
Villatuerta,1220
La Haba,1219
Alfarrasí,1219
Areatza,1216
Fuente de Pedro Naharro,1215
Puebla de Alcocer,1212
la Pobla Tornesa,1212
Vilasantar,1211
Pelabravo,1210
Aldeadávila de la Ribera,1209
Vilarmaior,1209
Cañada,1208
Albalat dels Tarongers,1208
Ibias,1207
Baltanás,1206
Castro Caldelas,1204
Okondo,1203
Olost,1202
Riolobos,1201
Valdepolo,1200
Zarza la Mayor,1199
Bellcaire d'Urgell,1199
Camporrobles,1198
Sandiás,1198
Venta del Moro,1198
Liendo,1196
Alcalá del Júcar,1194
Cenizate,1194
Corte de Peleas,1191
Villanueva de Duero,1189
Riudecols,1189
Canjáyar,1189
Carrizosa,1188
Quirós,1187
Moeche,1186
Orce,1185
Osorno la Mayor,1185
Nigüelas,1185
Sant Martí de Centelles,1184
Abrucena,1183
Piñor,1183
Vilanova de Bellpuig,1183
Ayllón,1182
Caminomorisco,1181
Villayón,1180
Burgohondo,1180
Valdetorres,1179
Nerpio,1178
Alcolea de Cinca,1177
Arenas,1177
Ullà,1177
Medina de las Torres,1176
Cabra del Camp,1175
Barruelo de Santullán,1174
Mallabia,1173
Cheles,1173
Valle de la Serena,1172
Pozuelo del Rey,1172
San Pedro,1171
Huéneja,1170
Verges,1169
La Peza,1167
Calvarrasa de Abajo,1166
Tórtola de Henares,1165
Fermoselle,1164
Villadangos del Páramo,1163
Ribesalbes,1163
Puigpelat,1163
Lanaja,1163
Paymogo,1162
Atzeneta d'Albaida,1162
Puebla de Don Rodrigo,1162
Vilamalla,1161
Sesma,1161
Siete Aguas,1159
Cala,1159
Antella,1157
Melón,1156
Soba,1155
Montesa,1155
Xerta,1154
Pradoluengo,1151
Liétor,1150
Cercs,1150
Fuente Carreteros,1148
Sarrión,1148
Relleu,1148
Riudecanyes,1146
Horta de Sant Joan,1146
Leciñena,1146
Sarreaus,1145
Valle de Santa Ana,1143
Figaró-Montmany,1142
Benabarre,1142
El Pedernoso,1140
Casas de Fernando Alonso,1140
Benissanet,1140
Valdefuentes,1139
Pedro Martínez,1138
Tuéjar,1137
Fuentes de Oñoro,1136
Cardeñajimeno,1136
Sobradiel,1136
Higueruela,1135
Senyera,1134
Serinyà,1133
Elgeta,1131
Flaçà,1130
Llaurí,1130
Montillana,1129
Bustillo del Páramo,1129
Villamanrique,1128
Los Arcos,1127
Trabada,1127
La Pedraja de Portillo,1126
Sabero,1123
Cofrentes,1123
Igüeña,1123
Villasabariego,1123
Gimenells i el Pla de la Font,1120
Sástago,1119
Valenzuela,1118
Villaralto,1118
Corral de Calatrava,1117
Rotglà i Corberà,1117
Vilajuïga,1116
Feria,1115
Valverde del Majano,1115
Bossòst,1115
A Bola,1113
Magallón,1112
Traspinedo,1111
Agulo,1110
Riba-roja d'Ebre,1110
Arbizu,1109
Fabara,1109
Entrimo,1109
San Carlos del Valle,1109
Vegas del Condado,1109
San Asensio,1108
Albaladejo,1108
Toques,1107
Sinarcas,1105
Cárcar,1104
Esgos,1103
Serrada,1103
Píñar,1103
Vilobí del Penedès,1102
Villalgordo del Júcar,1102
Casalarreina,1102
Villamañán,1102
La Joyosa,1101
Ariza,1100
Cenlle,1100
Albalate de Cinca,1099
Beniarrés,1099
Sorihuela del Guadalimar,1098
Tornavacas,1098
Sumacàrcer,1097
Agoncillo,1096
Zeberio,1095
Mendigorria,1094
Monteagudo,1093
Somiedo,1093
La Pobla de Lillet,1093
Villanueva de San Juan,1090
Vilanova de la Barca,1088
Duruelo de la Sierra,1088
Cerdido,1087
Búger,1087
Carcaboso,1085
Valverde de Júcar,1084
Casar de Palomero,1084
Valdeaveruelo,1084
As Somozas,1083
Gérgal,1080
Benidoleig,1078
Botarell,1077
Torremocha de Jarama,1075
Berastegi,1075
Trescasas,1074
Remolinos,1074
Santa Cristina de la Polvorosa,1073
Dozón,1073
Nevada,1072
Masdenverge,1071
Galera,1071
La Alberca,1071
Torrecillas de la Tiesa,1070
Cortegada,1070
Escatrón,1067
Morata de Jalón,1066
Alfarnate,1065
Alcañices,1065
Valdecaballeros,1065
Ainzón,1064
Navia de Suarna,1063
Portbou,1063
Benassal,1063
Las Ventas con Peña Aguilera,1062
Laguna de Negrillos,1061
Bedia,1061
Campaspero,1060
Potries,1060
La Seca,1059
Nalda,1057
Cabranes,1057
Benalúa de las Villas,1054
Algímia d'Alfara,1053
Villabrágima,1053
Los Guájares,1053
El Robledo,1053
San Amaro,1052
Jayena,1052
Santa Eulalia,1050
Artenara,1049
Benlloc,1048
Benicull de Xúquer,1048
Valverde de Mérida,1047
Santa Elena de Jamuz,1047
Llanera de Ranes,1047
As Nogais,1047
Navalmanzano,1047
Viladrau,1047
Santo Domingo-Caudilla,1046
Solórzano,1046
Calders,1045
Folgoso de la Ribera,1045
Boltaña,1045
Coreses,1044
Santa Bárbara de Casa,1043
Gavarda,1042
Isona i Conca Dellà,1042
Torrecampo,1040
San Lorenzo de la Parrilla,1040
Arróniz,1038
Sant Guim de Freixenet,1037
Ademuz,1037
Cañaveral,1036
Bodonal de la Sierra,1036
Nívar,1036
Partaloa,1035
Kanpezu,1034
Montferrer i Castellbò,1034
Matapozuelos,1033
Castañar de Ibor,1033
San Cristóbal de la Cuesta,1031
Aledo,1031
Montesquiu,1030
Bonete,1029
Rionansa,1029
Quintanilla de Onésimo,1026
Fuencaliente,1024
Santa Maria d'Oló,1024
Quart de les Valls,1024
Illas,1023
Fortaleny,1020
La Vall de Boí,1019
Macotera,1019
Palmera,1018
La Pesga,1018
Ayerbe,1017
Magaz de Pisuerga,1015
Villanueva del Rey,1015
A Mezquita,1013
Albanchez de Mágina,1011
Alhama de Aragón,1011
Ruente,1011
Arenas de San Juan,1011
Otívar,1011
Palomeque,1011
Sant Cugat Sesgarrigues,1009
El Pinell de Brai,1008
Bermillo de Sayago,1007
Folgoso do Courel,1007
Astudillo,1006
Albarracín,1006
Santibáñez de la Peña,1005
Alhambra,1005
Villalpardo,1005
Corbera d'Ebre,1003
Oña,1003
Bàscara,1001
Elciego,1001
Torre de Juan Abad,1000
Petrés,999
Esparragosa de la Serena,998
Castellserà,996
Gelsa,996
San Vicente de la Sonsierra,996
Brazatortas,995
Ourol,995
Carpio,994
Villafufre,994
Fondón,994
Vilabertran,993
Fontellas,993
Víznar,993
Hospital de Órbigo,991
Ítrabo,991
San Jorge,990
Sierra Engarcerán,988
Turcia,986
Aigües,986
Turégano,986
Gaubea,986
Vilanova de Segrià,985
Fernán Caballero,985
Bédar,984
Arratzua-Ubarrundia,984
Cortes y Graena,982
la Llosa,982
Galende,982
Olius,981
Bujaraloz,980
Os de Balaguer,980
Beas de Granada,980
Quero,980
Valdelaguna,979
Les Cabanyes,979
Maruri-Jatabe,978
Fonelas,978
Calaceite,978
Nonaspe,978
A Arnoia,977
Taberno,974
Sanchonuño,973
Les,971
Beariz,970
Pedrafita do Cebreiro,969
Alpujarra de la Sierra,969
Villardompardo,968
Cabanes,968
Parcent,967
Sepúlveda,967
Uruñuela,967
Cervià de Ter,966
Cabuérniga,965
Arrankudiaga,965
Valdemanco,963
Sasamón,962
Arakil,962
Santa María la Real de Nieva,961
Sant Llorenç de Morunys,960
Allo,960
Corrales del Vino,959
Fontanars dels Alforins,959
les Useres,959
Valdevimbre,958
Ribafrecha,958
El Port de la Selva,958
Castrelo do Val,958
Olaberria,957
Maguilla,957
Rasines,955
Luceni,955
Jérez del Marquesado,955
Chiclana de Segura,955
Torquemada,954
Morales de Toro,954
Cózar,952
Monfarracinos,951
L'Armentera,951
Cáseda,951
Valderredible,950
Cantalapiedra,950
Montejaque,949
Torremayor,949
El Arenal,948
Tardienta,948
Castellfollit de la Roca,947
Quéntar,947
Arroyomolinos de León,947
Cornudella de Montsant,944
Escañuela,944
Linares de Riofrío,944
Otero de Herreros,943
Mombeltrán,942
Roales,942
Iznatoraf,942
Baltar,942
Guardiola de Berguedà,941
Barajas de Melo,940
Obanos,940
Freila,939
Valdeolea,939
Castrocalbón,938
Perales del Puerto,938
Monroy,938
Maluenda,937
Higuera de la Serena,936
Amezketa,935
Villamena,934
Ribera d'Urgellet,932
Alagón del Río,932
Gradefes,931
Ribas de Sil,931
Calera de León,930
Albalate de Zorita,930
Camaleño,930
Oteiza,930
Biota,930
Aiguamúrcia,930
Castelldans,930
Montagut i Oix,930
Udías,928
Larraun,928
Jete,927
Retuerta del Bullaque,927
Garganta la Olla,926
La Fatarella,926
La Nava de Santiago,926
Villamiel de Toledo,926
El Borge,922
La Granja d'Escarp,922
Santibáñez de Vidriales,922
Alar del Rey,921
Castillo de Bayuela,920
Villada,920
El Real de San Vicente,919
Pacs del Penedès,918
Castellnovo,918
Babilafuente,917
Llocnou d'En Fenollet,916
Galisteo,916
Castilblanco,915
Verea,912
Rossell,912
Villamanín,911
Maials,909
Valle de Tobalina,909
Arcicóllar,908
El Valle,907
Forua,907
Palacios del Sil,907
Iznate,907
Esparragosa de Lares,906
Villagarcía de la Torre,906
Aldover,905
La Llacuna,903
l'Énova,902
Ariany,902
Tivenys,902
Verdú,902
Huerta de Rey,901
Eljas,901
Santorcaz,899
La Puebla de Híjar,899
Vall-llobrega,897
Cordobilla de Lácara,897
Priego,896
Peñalsordo,896
L'Aleixar,893
Lalueza,892
Letur,892
Puerto Lápice,891
Santa Elena,890
Santa Maria de Martorelles,890
Vimbodí i Poblet,890
Corullón,887
Mira,886
Zagra,885
Sant Bartomeu del Grau,884
Longares,883
Barcience,883
Degaña,881
Barrundia,881
Hoyos,880
Tiétar,879
Mozoncillo,879
Fresno el Viejo,878
Barbens,878
Domingo Pérez de Granada,878
Los Cortijos,877
Lantarón,877
Allin,874
Lora de Estepa,873
Sant Jaume de Llierca,871
Santacara,870
Vegaviana,868
Pezuela de las Torres,867
El Pinar,865
Lapuebla de Labarca,865
Escurial,865
Talayuelas,864
Ahillones,863
Agullana,863
Miranda de Arga,863
Alfondeguilla,862
Molinaseca,862
Noez,861
Candelario,860
La Sotonera,859
Olvan,858
Pastrana,858
Abades,857
Montemayor de Pililla,857
A Veiga,857
Novetlè,857
"Saus, Camallera i Llampaies",856
Nombela,854
Garriguella,853
Saucedilla,852
El Torno,851
Cuacos de Yuste,851
Fonz,851
O Bolo,850
Petín,849
Ulea,849
Vinuesa,847
Ventalló,846
Huércanos,846
Lladó,844
Alcolea,844
Villarta,843
Manzaneda,843
Berlanga de Duero,842
Villarquemado,841
La Cumbre,841
El Almendro,840
Sudanell,840
Galdames,838
San Pedro de Mérida,838
Nuez de Ebro,838
Villafranca de Ebro,838
Mohedas de Granadilla,838
Ruesga,836
Trabazos,835
Vilademuls,835
Jalance,834
Castronuño,833
Horcajo de los Montes,833
Jorba,833
Ballobar,833
Cantalpino,833
Quer,830
Llíber,830
Llera,829
Basaburua,828
Arroyomolinos,828
Villaquejida,827
la Vall de Laguar,827
Etxalar,827
Valderrueda,827
Casas de Haro,827
Acedera,826
Novallas,825
Maspujols,823
Villanueva del Campo,823
Porqueira,823
Casas de Benítez,823
Fuentepelayo,822
Tornabous,822
Uleila del Campo,822
Solosancho,820
Quintanilla Vivar,820
Lupión,820
Villarramiel,818
Tortellà,818
Vega de Infanzones,818
La Mata,817
Valle de Hecho,817
Alía,816
Grandas de Salime,815
Sobrescobio,814
Campo Lugar,814
Algatocín,814
Menàrguens,813
Molinicos,813
Benquerencia de la Serena,812
Casas del Monte,811
Els Alamús,811
Lanzahíta,811
Almonacid de Toledo,810
Camarasa,810
Rellinars,809
Gautegiz Arteaga,808
Ea,808
Ausejo,808
Bogarra,807
Alcolea de Tajo,807
Talaván,806
Lumpiaque,806
San Sebastián de los Ballesteros,804
Esterri d'Àneu,804
Cazalilla,803
Acehúche,802
Albuñuelas,802
Ribatejada,801
Escucha,801
Tales,801
Panticosa,800
Castelserás,800
Llamas de la Ribera,800
Sant Feliu de Buixalleu,797
Massanes,796
Estadilla,796
Zufre,796
Torre Alháquime,796
Carboneras de Guadazaón,795
Yunclillos,795
Vilar de Santos,794
Oibar,794
Torremocha,793
Erro,793
Castrillo del Val,793
Villarino de los Aires,792
Escúzar,791
Uharte Arakil,789
Pedro Bernardo,787
Fortià,787
Cabanillas de la Sierra,785
Fuentespina,785
Carme,785
Tamames,784
Orxeta,784
Frómista,784
Fuendejalón,784
Les Valls de Valira,784
Los Hinojosos,784
Tardajos,783
Rasquera,783
El Garrobo,782
Etxebarria,782
Ribera Alta,782
Sancti-Spíritus,782
Pueblonuevo de Miramontes,782
Castrojeriz,782
Tierz,781
Escalante,781
San Miguel del Cinca,780
Aizarnazabal,779
Layos,777
El Berrueco,777
Boquiñeni,776
Fondarella,776
Tiñosillos,775
Don Álvaro,775
Valdemaqueda,775
Arganza,774
Betancuria,773
Tejeda de Tiétar,773
Soto y Amío,773
Priaranza del Bierzo,773
Las Herencias,772
Organyà,771
Cortes de Pallás,771
Trespaderne,771
Torres de Albánchez,770
Jarafuel,769
Navaleno,768
Lobeira,768
Carmena,768
Bernuy de Porreros,766
San Martín de Trevejo,766
Aiguaviva,765
Ginestar,764
Manchita,764
Cañete,764
Castejón de Sos,764
Diezma,764
Villoruela,763
Almuradiel,761
Abengibre,761
Sant Miquel de Fluvià,761
Lúcar,760
Sant Jordi Desvalls,760
La Torre de Cabdella,759
Canillas de Albaida,759
Alájar,759
Albons,759
Òrrius,758
Vila-sacra,758
Navalperal de Pinares,757
Camarzana de Tera,755
Os Blancos,755
Meñaka,754
Santa Magdalena de Pulpis,754
Vilalba Sasserra,753
Almonacid de la Sierra,753
Igualeja,752
Baños de Montemayor,751
Xunqueira de Espadanedo,751
Fonfría,750
Rielves,749
Briones,749
Fontiveros,749
Villavieja de Yeltes,748
Sidamon,748
Cabrillanes,747
Villagarcía del Llano,747
Vega de Pas,746
L'Albi,744
Gor,744
Alconera,743
Santa Eufemia,743
Riego de la Vega,743
La Portella,743
Castellcir,742
Becerril de Campos,742
Santibáñez el Bajo,741
Tábara,740
Carratraca,740
Bugarra,739
Totalán,737
Turleque,736
Calzadilla de los Barros,736
Trevélez,736
La Galera,736
Calvos de Randín,735
Torrelameu,735
Vila-sana,734
Onís,734
Borrassà,733
Arraia-Maeztu,733
Artea,733
Belvís de Monroy,733
Daya Vieja,731
Mélida,731
Santas Martas,729
Cantavieja,729
Ispaster,729
Canet d'Adri,729
Vilabella,729
Aldeanueva del Camino,727
Pratdip,726
San Martín de Montalbán,726
Benilloba,726
Castrocontrigo,725
Eslida,725
Valencia del Mombuey,725
Puebla de la Reina,724
Benifallet,723
Corpa,723
Ruiloba,722
Huecas,722
Sabiñán,722
Quintana del Castillo,721
Garray,721
Samper de Calanda,721
Villamontán de la Valduerna,720
Navajas,720
Les Masies de Roda,719
Boceguillas,719
Cimanes del Tejar,719
Vega de Liébana,719
Campos del Paraíso,718
San Esteban del Valle,718
Nava de Arévalo,718
Granátula de Calatrava,717
Torre-Cardela,716
La Granadella,716
Sanchidrián,714
Ariño,714
Gomesende,714
Catí,714
La Morera,714
Campofrío,713
Llambilles,713
Hormigos,712
Bérchules,712
Vallelado,712
Albondón,712
Améscoa Baja,711
Caudete de las Fuentes,711
Modúbar de la Emparedada,710
Lantziego,709
Fuenteheridos,709
Albelda,708
Chañe,708
Punxín,708
Sant Climent Sescebes,707
Villamanrique de Tajo,707
Merindad de Montija,707
Proaza,707
Miravet,706
Cabezas Rubias,706
Donemiliaga,706
Villalba de Duero,705
Torroella de Fluvià,703
Monistrol de Calders,702
El Burgo Ranero,702
Palacios de la Sierra,701
Sotorribas,700
la Salzadella,700
Puentes Viejas,699
Villanueva de Bogas,699
Montederramo,699
Artzentales,699
La Bóveda de Toro,699
Garciaz,699
Torrico,698
Maçanet de Cabrenys,698
Guadalmez,697
Almonacid de Zorita,696
Bràfim,695
Igriés,695
Mijares,694
Fuenterrobles,694
Encinedo,690
Calzada de Valdunciel,690
Sanet y Negrals,690
Siétamo,689
Goizueta,689
Dehesas Viejas,688
Sant Pau de Segúries,688
Emperador,688
Xert,688
Albanchez,687
Deleitosa,687
Santa María de los Llanos,686
Puebla del Príncipe,686
Bonastre,685
Aniñón,684
Luna,684
Langa de Duero,683
Llanos del Caudillo,683
Planes,682
Medinaceli,682
Pétrola,681
Fuente del Arco,681
Albatana,679
Bèlgida,679
Fornalutx,679
Albarreal de Tajo,679
Bellcaire d'Empordà,678
Fuenteguinaldo,678
Táliga,678
Osso de Cinca,678
Camós,677
Fresnillo de las Dueñas,677
Alhabia,677
Válor,677
El Herrumblar,677
Castellote,676
la Jana,676
Canet lo Roig,676
Santiago de Calatrava,675
Valenzuela de Calatrava,674
Benaocaz,673
El Picazo,673
Domeño,673
El Perdigón,673
Murillo el Cuende,673
Bárcena de Pie de Concha,672
Villamejil,672
Palomas,671
La Taha,670
Campoo de Yuso,670
Puebla del Maestre,670
El Poal,670
Fuentelapeña,669
Torres Torres,669
Albalá,669
Mestanza,669
Picón,668
Itsasondo,668
La Calahorra,668
Sevilleja de la Jara,668
Benimuslem,667
San Cristóbal de la Polantera,667
Fuente-Tójar,666
Aldealengua,666
Almunia de San Juan,666
Berbinzana,666
Sunbilla,665
Castellnou de Seana,665
Illana,664
Alborea,664
Gomezserracín,664
Los Blázquez,664
Alcabón,664
Quesa,663
Cervià de les Garrigues,662
Murillo el Fruto,662
Chulilla,662
Mirabel,661
Urdiain,661
Cogeces del Monte,659
San Miguel del Arroyo,659
Caudiel,659
Nogales,658
Aulesti,657
Ventas de Huelma,657
Montalbo,655
Burganes de Valverde,654
Mucientes,653
Terrinches,653
Arenas del Rey,653
Galindo y Perahuy,653
Quiruelas de Vidriales,652
Puebla de Lillo,652
Arapiles,651
Hontoria del Pinar,650
Castrillo de la Vega,650
Villaumbrales,650
Etxauri,649
Villabuena del Puente,649
el Ràfol d'Almúnia,648
Villazala,647
Alcadozo,647
Villariezo,645
Valdeobispo,644
Peñalba,644
Cabezuela,644
Montgai,643
Cogollos de Guadix,642
Rialp,641
Sant Martí de Llémena,641
Laguna Dalga,640
Noceda del Bierzo,640
Castilleja del Campo,640
El Peral,640
Casillas,640
Sant Martí de Riucorb,639
Cedrillas,639
Benavites,638
Alcanadre,638
Calicasas,638
Triacastela,637
Holguera,637
Mondariz-Balneario,637
la Torre de les Maçanes,636
Hinojosa de Duero,636
Tiebas-Muruarte de Reta,636
Felix,636
Fuentes de Nava,636
Riofrío de Aliste,635
Zuheros,635
Rubielos de Mora,635
Alpuente,635
Geldo,633
Esplús,632
Chillarón de Cuenca,632
Navezuelas,632
Aliaguilla,632
Muntanyola,632
Solivella,632
Lécera,631
Igantzi,631
Sant Quirze Safaja,631
Quintela de Leirado,630
Aldeire,630
Alcazarén,630
Valoria la Buena,630
Deià,630
Hoya-Gonzalo,630
Ibarrangelu,629
Férez,629
Alija del Infantado,629
Espinosa de Henares,629
San Martín de Pusa,629
Amieva,628
Castellanos de Villiquera,628
Dólar,628
Beneixida,627
San Emiliano,627
Villagatón,627
Castellolí,626
Helechosa de los Montes,626
Trasierra,625
Torvizcón,625
Manganeses de la Polvorosa,624
Aguarón,624
Tàrbena,623
San Pedro Manrique,623
Matilla de los Caños del Río,623
Alcampell,623
Játar,623
Riello,622
Villaharta,621
Vilalba dels Arcs,621
Uncastillo,621
Espeluy,620
Villamayor de Calatrava,620
Teresa de Cofrentes,619
Paniza,619
Muras,619
Lizartza,617
Cútar,616
Caminreal,615
Muelas del Pan,615
San Silvestre de Guzmán,614
Higuera de Calatrava,614
Valdepiélagos,614
Barásoain,613
l'Atzúbia,611
Capmany,611
Torre del Burgo,611
Alcublas,611
Massalcoreig,610
Rena,610
Ambite,609
Alboloduy,609
Sant Mateu de Bages,608
Burgelu,608
Arantza,608
Torrefeta i Florejacs,607
Marugán,606
Ampudia,606
Villamuelas,606
Valdaracete,605
Membrío,605
Sant Feliu Sasserra,605
Los Santos,605
Encinas de Abajo,605
Pasarón de la Vera,604
Cabezón de Liébana,604
Torresandino,604
Igea,603
Bertizarana,603
Taramundi,602
El Far d'Empordà,602
Aldea del Cano,602
Almarza,602
Torrecilla de los Ángeles,601
Ezkio-Itsaso,601
La Torre de l'Espanyol,601
Berrobi,601
Pollos,601
Marçà,600
La Nou de Gaià,600
Aceituna,600
Luena,600
La Fueva,600
Navamorcuende,598
Godall,598
San Nicolás del Puerto,596
El Villar de Arnedo,596
Villares de Órbigo,596
Estépar,596
Talarn,595
Valdealgorfa,595
Añorbe,595
Hornos,594
Villaverde de Íscar,591
Carboneros,591
Ayna,591
Dicastillo,591
Maello,590
Génave,590
Grisén,590
Luyego,590
Prades,588
Arenales de San Gregorio,588
Herrerías,587
Vega de Valcarce,587
Torremenga,587
Montecorto,586
Monzón de Campos,586
Montichelvo,585
La Riba,585
Cetina,583
Villapalacios,583
Senija,583
Muniesa,583
l'Orxa,582
El Romeral,582
El Fresno,582
Villar del Pedroso,582
Villargordo del Cabriel,582
Almanza,581
Àger,580
Arrieta,580
Sant Boi de Lluçanès,580
Lozoya,580
Alquife,580
Bienservida,579
Sardón de Duero,579
Motilleja,578
Montellà i Martinet,578
Errezil,578
Camarenilla,577
Sella,577
Sedella,576
Villaluenga de la Vega,574
Benicolet,574
Calvarrasa de Arriba,573
Paracuellos de Jiloca,573
Perdiguera,572
Palomares del Campo,572
Ponga,572
Morelábor,572
Alloza,572
Valverde de Llerena,570
Cogollos,570
Alamedilla,569
Vilanova d'Alcolea,569
Morales de Rey,569
Ataquines,569
Alfara de la Baronia,569
Montamarta,569
Ciruelos,569
Alpartir,568
Cacín,568
Juslapeña,568
Cobreros,568
Sos del Rey Católico,567
el Palomar,567
Aguilafuente,566
Las Tres Villas,565
Vilanova d'Escornalbou,565
Garlitos,565
Santa María del Campo Rus,565
Montanejos,564
Agres,564
Mas de Barberans,564
Saceruela,564
Lanteira,564
Lucainena de las Torres,564
Lucillos,563
Gavilanes,563
Peralta de Alcofea,563
Capileira,563
Casas de Ves,563
Buniel,563
Villanueva de las Torres,562
Aldeacentenera,561
Gumiel de Izán,561
Torrequemada,560
Vilagrassa,560
Ardón,560
Salorino,560
Canfranc,558
Ohanes,558
Las Labores,558
Acebo,557
Sotoserrano,557
Pau,557
Cervera del Maestre,557
Villar del Buey,556
Fornes,556
Rozas de Puerto Real,555
Vilaplana,555
Llocnou de Sant Jeroni,554
La Almolda,554
Bercianos del Páramo,554
Bot,554
Cretas,554
Casas del Castañar,552
Entrín Bajo,552
Fruiz,552
Cristina,551
Casas de Millán,550
Guils de Cerdanya,549
Ruidera,549
Valdeverdeja,549
Vilaller,549
Salomó,549
Oristà,549
Gestalgar,548
Zarza de Montánchez,548
Pozal de Gallinas,547
San Esteban de Litera,547
Torrejón el Rubio,546
Parada de Sil,546
Sancedo,546
Nueno,546
Paüls,545
Abartzuza,544
Ortigosa del Monte,544
Malpartida de la Serena,543
Alcoba,542
Covarrubias,541
Campins,541
Cerezo de Río Tirón,541
Valencia de las Torres,540
Coll de Nargó,540
Pradilla de Ebro,540
Castelló de Farfanya,539
Patones,539
Ibahernando,538
Broto,538
Villaminaya,537
Els Prats de Rei,537
Campllong,537
Darnius,537
Santiuste de San Juan Bautista,536
Olombrada,536
Corteconcepción,536
Llanars,535
San Bartolomé de Pinares,534
Cieza,534
Rajadell,534
El Granado,532
Mosqueruela,532
Torre de Santa María,532
Iruraiz-Gauna,532
Villaobispo de Otero,532
Santa Cruz del Comercio,531
Guardamar de la Safor,531
Beceite,531
Carucedo,531
Bicorp,529
Azuara,529
Pontons,528
Sorvilán,527
Crémenes,527
Garcia,527
la Vall de Gallinera,527
Bidania-Goiatz,525
Carmonita,524
Puigdàlber,524
Suera,524
Vilariño de Conso,524
Banyalbufar,523
Jubrique,523
Figueroles,523
Magacela,523
Calzada de Oropesa,523
Araitz,523
Revillarruz,523
Mañaria,522
Guijo de Granadilla,522
Roperuelos del Páramo,522
Hinojosas de Calatrava,522
La Vellés,522
Navas de Jorquera,521
Topas,521
Belianes,520
La Nava de Ricomalillo,519
La Losa,519
Cogolludo,519
Querol,518
Montearagón,518
Costur,518
Novillas,517
Santa María del Campo,517
Aguaviva,516
Peñaranda de Duero,516
Vilviestre del Pinar,516
Manzanera,516
Pont de Molins,516
Saro,516
Arrúbal,516
Valdelugueros,515
Santa Cruz de los Cáñamos,515
Pereruela,515
Loporzano,514
Alcóntar,514
Robres,514
